City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Zeya,RU,53.75,127.2667,9.37,92,100,5.82,overcast clouds
349,Asekeyevo,RU,53.5742,52.7972,21.61,97,100,20.29,light snow
350,Kirakira,SB,-10.4544,161.9205,83.71,75,100,6.85,overcast clouds
351,Tagusao,PH,9.1924,117.8141,83.16,65,100,8.1,overcast clouds
352,Wanning,CN,18.8003,110.3967,75.85,84,39,10.36,scattered clouds
353,La Ronge,CA,55.1001,-105.2842,39.2,45,100,4.61,overcast clouds
354,Namibe,AO,-15.1961,12.1522,77.85,75,75,4.56,broken clouds
355,Kotdwara,IN,29.75,78.5333,62.6,82,75,3.44,haze
356,Sikasso,ML,10.9167,-7.0,82.63,51,99,7.45,overcast clouds
357,Komsomolets,KZ,53.7453,62.0708,-4.0,88,1,8.01,clear sky
358,Griffin,US,33.2468,-84.2641,50.0,42,1,3.44,clear sky
359,Kulhudhuffushi,MV,6.6221,73.07,82.67,67,48,6.55,scattered clouds
360,Saskylakh,RU,71.9167,114.0833,-29.25,83,25,2.98,scattered clouds
361,Skjervoy,NO,70.0311,20.9714,26.76,93,100,8.72,overcast clouds
362,Vardo,NO,70.3705,31.1107,21.33,90,54,13.09,light snow
363,Seoul,KR,37.5683,126.9778,50.0,46,0,2.3,clear sky
364,Darhan,MN,49.4867,105.9228,26.37,88,0,2.75,clear sky
365,Erzin,TR,36.9559,36.2,52.0,91,66,1.01,broken clouds
366,Khovu-Aksy,RU,51.1333,93.6,20.01,87,40,3.02,scattered clouds
367,Nome,US,64.5011,-165.4064,33.01,93,90,26.46,snow
368,Saint-Paul,RE,-21.0096,55.2707,78.8,89,90,8.05,overcast clouds
369,Chandbali,IN,20.7833,86.7667,81.1,66,43,6.89,scattered clouds
370,Mirnyy,RU,62.5353,113.9611,17.51,96,100,6.78,overcast clouds
371,Isla Mujeres,MX,21.2311,-86.731,75.2,64,75,10.36,broken clouds
372,Kamenka,RU,51.3223,42.7678,32.0,84,100,15.79,light snow
373,Mpulungu,ZM,-8.7623,31.1141,71.55,75,100,1.66,light rain
374,Constitucion,CL,-35.3333,-72.4167,62.74,77,1,12.59,clear sky
375,Teya,RU,60.3778,92.6267,11.03,92,50,5.17,scattered clouds
376,Mitsamiouli,KM,-11.3847,43.2844,81.1,76,99,10.16,overcast clouds
377,Chicama,PE,-7.8447,-79.1469,75.72,69,100,4.81,overcast clouds
378,Tianpeng,CN,30.9866,103.9393,57.0,100,75,2.24,mist
379,Iquitos,PE,-3.7481,-73.2472,77.0,88,75,4.61,broken clouds
380,Khasan,RU,42.4308,130.6434,35.29,72,0,5.23,clear sky
381,Venado Tuerto,AR,-33.7456,-61.9688,70.0,92,0,1.99,clear sky
382,Bonavista,CA,48.6499,-53.1147,27.0,73,0,6.91,clear sky
383,Kalangala,UG,-0.3089,32.225,68.0,94,20,20.71,light rain
384,Peniche,PT,39.3558,-9.3811,53.01,71,54,8.99,broken clouds
385,Victoria Point,AU,-27.5833,153.3,84.99,67,53,3.0,broken clouds
386,Tuxpan,MX,19.55,-103.4,61.74,68,0,2.44,clear sky
387,Verkhnevilyuysk,RU,63.4453,120.3167,6.78,95,100,5.7,light snow
388,Mackay,AU,-21.15,149.2,86.0,62,40,14.97,scattered clouds
389,Bokoro,TD,12.3807,17.0568,73.29,14,2,11.14,clear sky
390,Nishihara,JP,26.1842,127.7558,73.4,78,20,17.27,few clouds
391,San Patricio,US,28.017,-97.5169,61.0,63,75,9.22,broken clouds
392,Hornepayne,CA,49.2138,-84.7705,21.65,94,100,11.54,overcast clouds
393,Rio Gallegos,AR,-51.6226,-69.2181,41.0,65,0,2.3,clear sky
394,Porto Belo,BR,-27.1578,-48.5531,77.0,78,20,6.91,few clouds
395,Cooma,AU,-36.2333,149.1333,71.6,30,90,9.22,overcast clouds
396,Jalu,LY,29.0331,21.5482,57.13,38,0,3.69,clear sky
397,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,68,75,9.22,broken clouds
398,Police,PL,53.5521,14.5718,28.0,99,47,3.8,scattered clouds
399,Hastings,GB,50.8552,0.5729,33.01,61,0,4.18,clear sky
400,Beringovskiy,RU,63.05,179.3167,15.06,92,52,16.6,broken clouds
401,Saint-Augustin,CA,51.226,-58.6502,11.75,92,0,7.67,clear sky
402,Tyukhtet,RU,56.5389,89.3011,15.96,93,99,9.19,overcast clouds
403,Fougamou,GA,-1.2154,10.5838,73.65,89,100,1.28,overcast clouds
404,Mogok,MM,22.9167,96.5,79.32,23,0,0.27,clear sky
405,Bagdarin,RU,54.4333,113.6,27.19,83,28,17.85,scattered clouds
406,Baoying,CN,33.2292,119.3092,51.98,68,100,6.24,overcast clouds
407,Port Moresby,PG,-9.4431,147.1797,84.2,74,40,11.5,scattered clouds
408,Chaykovskiy,RU,56.7686,54.1148,10.99,89,100,5.01,light snow
409,Myanaung,MM,18.2833,95.3167,87.19,18,42,4.45,scattered clouds
410,Camapua,BR,-19.5314,-54.0439,68.99,91,0,1.57,clear sky
411,Sampit,ID,-2.5333,112.95,85.6,61,60,3.38,broken clouds
412,Socorro,US,31.6546,-106.3033,66.2,19,75,4.61,broken clouds
413,Bulgan,MN,48.8125,103.5347,32.85,71,23,3.11,few clouds
414,Xining,CN,36.6167,101.7667,40.44,61,0,1.63,clear sky
415,Honiara,SB,-9.4333,159.95,84.79,70,100,3.78,overcast clouds
416,Monte Alegre,BR,-2.0078,-54.0692,76.33,88,73,6.71,broken clouds
417,Bud,US,39.447,-86.1758,41.0,38,1,6.02,clear sky
418,Bato,PH,13.3528,123.3677,87.12,50,22,5.57,few clouds
419,Serra Talhada,BR,-7.9919,-38.2983,73.94,61,0,5.23,clear sky
420,Olinda,BR,-8.0089,-34.8553,78.8,73,40,4.61,scattered clouds
421,Luebo,CD,-5.35,21.4167,67.26,91,100,1.52,overcast clouds
422,Fairbanks,US,64.8378,-147.7164,17.01,85,75,1.21,broken clouds
423,Havelock,US,34.8791,-76.9013,41.0,81,1,6.04,clear sky
424,Sao Filipe,CV,14.8961,-24.4956,69.64,75,0,12.97,clear sky
425,Ambunti,PG,-4.2365,142.8448,82.0,77,97,1.16,light rain
426,El Sauzal,MX,31.9,-116.6833,57.0,83,92,3.0,overcast clouds
427,Hohhot,CN,40.8106,111.6522,41.0,52,40,4.47,scattered clouds
428,Ucluelet,CA,48.9329,-125.5528,41.0,88,100,5.73,overcast clouds
429,Byron Bay,AU,-28.65,153.6167,82.4,61,75,9.22,broken clouds
430,Gorontalo,ID,0.5412,123.0595,88.81,53,100,2.21,overcast clouds
431,San Andres,CO,12.5847,-81.7006,80.6,74,40,11.5,scattered clouds
432,Deputatskiy,RU,69.3,139.9,-13.47,87,100,3.67,overcast clouds
433,Digby,CA,44.6169,-65.7655,30.2,86,79,2.3,broken clouds
434,Sioux Lookout,CA,50.1001,-91.917,42.8,56,90,4.61,overcast clouds
435,Kalmar,SE,56.6616,16.3616,30.0,63,0,8.05,clear sky
436,Miyazu,JP,35.5333,135.1833,42.8,81,75,9.22,broken clouds
437,Champerico,GT,14.3,-91.9167,64.99,93,66,6.2,broken clouds
438,Wilkie,CA,52.4168,-108.7014,35.6,69,20,6.91,few clouds
439,Nioro,GM,13.35,-15.75,75.67,19,0,7.36,clear sky
440,San Ramon,US,37.7799,-121.978,55.0,66,1,10.36,clear sky
441,Davidson,US,36.1501,-86.7833,50.0,56,1,2.46,clear sky
442,Henties Bay,NA,-22.116,14.2845,62.01,91,9,4.0,clear sky
443,Tarasovskiy,RU,48.7292,40.3636,29.3,90,10,16.67,clear sky
444,Palmerston,AU,-12.486,130.9833,86.0,78,75,8.05,broken clouds
445,Hovd,MN,48.0056,91.6419,30.45,63,93,1.92,overcast clouds
446,Perth,AU,-31.9333,115.8333,82.0,53,40,16.11,scattered clouds
447,Marawi,PH,7.9986,124.2928,81.0,78,86,7.0,overcast clouds
448,Homer,US,59.6425,-151.5483,33.8,51,1,3.42,clear sky
449,Roma,US,43.2128,-75.4557,14.0,62,1,1.05,clear sky
450,Felanitx,ES,39.4696,3.1483,51.8,87,40,10.36,scattered clouds
451,Ntcheu,MW,-14.8203,34.6359,60.42,97,98,2.28,overcast clouds
452,Urengoy,RU,65.9667,78.3667,-6.47,91,93,5.93,overcast clouds
453,North Bend,US,43.4065,-124.2243,48.2,66,1,3.44,clear sky
454,Sol-Iletsk,RU,51.1631,54.9918,16.07,93,100,20.96,overcast clouds
455,Laja,CL,-37.2667,-72.7,66.2,82,0,10.36,clear sky
456,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.97,84,4,7.16,clear sky
457,Eirunepe,BR,-6.6603,-69.8736,73.18,97,100,3.49,overcast clouds
458,Hervey Bay,AU,-25.2986,152.8535,86.0,51,40,12.66,scattered clouds
459,Shahrud,IR,36.4182,54.9763,38.77,69,94,5.93,overcast clouds
460,Slave Lake,CA,55.2834,-114.769,37.4,52,90,8.05,overcast clouds
461,Sabinopolis,BR,-18.6661,-43.0839,67.17,90,82,1.03,broken clouds
462,Iralaya,HN,15.0,-83.2333,77.41,76,0,12.73,clear sky
463,Madang,PG,-5.2246,145.7966,86.16,62,98,6.17,overcast clouds
464,Uong Bi,VN,21.0333,106.7833,71.6,94,75,9.22,broken clouds
465,Westport,US,41.1415,-73.3579,32.0,59,45,8.37,scattered clouds
466,Quesnel,CA,52.9999,-122.5029,42.8,52,75,8.05,broken clouds
467,Khandagayty,RU,50.7333,92.05,13.08,84,73,1.74,broken clouds
468,Katsuura,JP,35.1333,140.3,46.99,93,75,9.22,broken clouds
469,Wiwili,NI,13.6268,-85.8254,70.32,72,0,5.75,clear sky
470,Oranjestad,AW,12.524,-70.027,80.6,74,75,16.11,broken clouds
471,Athabasca,CA,54.7169,-113.2854,37.4,52,86,3.44,overcast clouds
472,Tual,ID,-5.6667,132.75,83.32,75,17,14.74,few clouds
473,Mountain Home,US,43.133,-115.6912,48.2,43,20,5.75,haze
474,Genhe,CN,50.7833,121.5167,21.0,95,96,5.03,overcast clouds
475,Moscow,RU,55.7522,37.6156,19.99,79,0,11.18,clear sky
476,Puerto Leguizamo,CO,-0.1934,-74.7819,71.6,98,100,2.95,light rain
477,Maceio,BR,-9.6658,-35.7353,75.2,88,0,2.3,clear sky
478,Meulaboh,ID,4.1363,96.1285,83.08,69,77,3.96,broken clouds
479,Urambo,TZ,-5.0667,32.05,64.18,98,100,1.66,overcast clouds
480,Tazovskiy,RU,67.4667,78.7,-21.6,88,99,3.04,overcast clouds
481,Pilar,BR,-9.5972,-35.9567,75.2,88,0,2.3,clear sky
482,Constantine,DZ,36.365,6.6147,46.4,93,40,2.3,scattered clouds
483,Mastic Beach,US,40.7668,-72.8521,30.99,59,1,4.61,clear sky
484,Pyu,MM,18.4833,96.4333,89.82,12,32,1.63,scattered clouds
485,Godo,JP,35.4167,136.6,54.0,77,100,4.63,overcast clouds
486,Ejido,VE,8.5514,-71.2375,67.17,59,99,5.44,overcast clouds
487,Orange Cove,US,36.6244,-119.3137,57.2,54,90,3.44,overcast clouds
488,Belsand,IN,26.45,85.4,74.01,40,0,10.56,clear sky
489,Ust-Kuyga,RU,70.0167,135.6,-15.54,84,100,6.62,overcast clouds
490,Asse,BE,50.9101,4.1984,34.0,81,2,1.86,clear sky
491,Tarakan,ID,3.3,117.6333,79.79,76,100,6.89,heavy intensity rain
492,Fare,PF,-16.7,-151.0167,82.26,76,100,18.25,light rain
493,Novopokrovka,UA,49.8425,36.5477,33.8,69,90,15.66,overcast clouds
494,Kysyl-Syr,RU,63.8986,122.7617,-8.18,90,100,8.03,overcast clouds
495,Zelenogorskiy,RU,55.0333,87.0,15.8,86,90,4.47,mist
496,Inta,RU,66.0317,60.1659,-23.55,87,94,4.29,overcast clouds
497,Atambua,ID,-9.1061,124.8925,81.91,74,42,4.0,scattered clouds
498,Roald,NO,62.5833,6.1333,30.2,80,100,12.66,overcast clouds
499,Lengshuitan,CN,26.4111,111.5956,53.02,79,96,5.37,overcast clouds
500,Hami,CN,42.8,93.45,48.45,43,100,2.95,overcast clouds
501,Gravdal,NO,68.1214,13.5031,33.3,91,100,13.38,light snow
502,Ozinki,RU,51.1786,49.6769,23.56,96,100,23.22,overcast clouds
503,Forst,DE,51.7333,14.6333,34.0,92,100,1.01,light snow
504,Boysun,UZ,38.2061,67.1986,42.31,64,100,3.04,overcast clouds
505,Orangeburg,US,33.4918,-80.8557,39.99,65,1,3.02,clear sky
506,Kaseda,JP,31.4167,130.3167,53.6,87,75,5.75,broken clouds
507,Yar-Sale,RU,66.8333,70.8333,-24.84,86,100,9.95,overcast clouds
508,Luanda,AO,-8.8368,13.2343,78.8,89,20,4.61,few clouds
509,Shimoda,JP,34.6667,138.95,48.2,93,75,16.11,broken clouds
510,Suntar,RU,62.1444,117.6319,21.22,96,100,6.8,overcast clouds
511,Pakokku,MM,21.3333,95.1,82.27,25,99,8.23,overcast clouds
512,Nogliki,RU,51.8333,143.1667,14.79,90,0,15.75,clear sky
513,Umm Lajj,SA,25.0213,37.2685,72.3,64,0,6.91,clear sky
514,Heyang,CN,26.1011,107.473,52.14,89,100,2.13,overcast clouds
515,Shirokiy,RU,49.758,129.523,13.62,96,54,10.09,broken clouds
516,Kerrville,US,30.0474,-99.1403,53.6,58,1,3.44,clear sky
517,Inongo,CD,-1.95,18.2667,72.64,88,100,2.53,overcast clouds
518,Hue,VN,16.4667,107.6,80.6,78,75,3.44,broken clouds
519,Meiningen,DE,50.5679,10.4152,32.0,73,74,2.46,broken clouds
520,Umba,RU,66.6871,34.3429,-9.11,90,47,6.04,scattered clouds
521,Urumqi,CN,43.801,87.6005,26.6,100,40,2.24,mist
522,Camocim,BR,-2.9022,-40.8411,76.89,89,99,8.5,overcast clouds
523,Victor Harbor,AU,-35.5667,138.6167,75.0,68,74,5.99,broken clouds
524,Chongwe,ZM,-15.3292,28.682,60.19,95,100,2.73,overcast clouds
525,Erdaojiang,CN,41.7764,126.0319,38.8,61,59,2.06,broken clouds
526,Muhos,FI,64.808,25.9931,8.6,85,0,2.3,clear sky
527,Borogontsy,RU,62.6683,131.1683,-12.46,88,100,9.31,overcast clouds
528,Carballo,ES,43.213,-8.691,46.0,81,0,6.91,clear sky
529,Amapa,BR,1.0,-52.0,71.87,97,99,2.84,overcast clouds
530,Beaverlodge,CA,55.2166,-119.4361,35.6,69,75,8.05,broken clouds
531,Paamiut,GL,61.994,-49.6678,30.45,98,100,6.53,light snow
532,Mecca,SA,21.4267,39.8261,73.81,59,0,3.18,clear sky
533,Antofagasta,CL,-23.65,-70.4,66.2,82,20,8.05,few clouds
534,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,68,0,6.91,clear sky
535,Talnakh,RU,69.4865,88.3972,-11.24,89,100,3.6,overcast clouds
536,Yei,SS,4.095,30.6779,69.31,56,78,5.21,broken clouds
537,Kiunga,PG,-6.1219,141.2906,91.38,49,49,4.07,scattered clouds
538,Staritsa,RU,56.5075,34.9354,17.2,94,100,12.39,overcast clouds
539,Lomovka,RU,53.9194,58.3672,8.6,78,75,13.42,broken clouds
540,Blagoyevo,RU,63.3667,47.9167,-10.43,90,85,5.5,overcast clouds
541,Portland,US,45.5234,-122.6762,45.0,81,75,10.36,light rain
542,Lamu,KE,-2.2717,40.902,76.44,85,0,8.55,clear sky
543,Svetlyy,RU,54.675,20.1347,32.0,74,75,17.9,broken clouds
544,Nsanje,MW,-16.92,35.262,68.0,95,80,1.59,broken clouds
545,Bethanien,NA,-26.502,17.1583,65.59,32,0,3.65,clear sky
546,Sobolevo,RU,54.4299,31.8996,18.79,97,58,10.58,broken clouds
547,Prince Rupert,CA,54.3161,-130.3201,42.8,81,75,1.95,broken clouds
548,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,88,40,6.91,scattered clouds
549,Kalmunai,LK,7.4167,81.8167,81.25,79,95,2.35,overcast clouds
550,Andenes,NO,69.3143,16.1194,30.0,93,75,11.5,snow
551,Kikwit,CD,-5.041,18.8162,68.9,92,100,1.32,overcast clouds
552,Comrat,MD,46.3003,28.6572,32.9,82,4,4.7,clear sky
553,Winslow,US,35.0242,-110.6974,61.0,15,1,10.36,clear sky
554,Salinas,US,36.6777,-121.6555,53.6,71,1,11.5,clear sky
555,Marrakesh,MA,31.6315,-8.0083,55.4,88,75,3.44,broken clouds
556,Sinegorye,RU,62.0788,150.477,-11.92,79,3,2.13,clear sky
557,Jieshi,CN,22.8134,115.8257,66.99,77,7,16.69,clear sky
558,Gazanjyk,TM,39.2446,55.5154,43.05,70,85,9.22,overcast clouds
559,Svetlogorsk,BY,52.6333,29.7333,23.49,96,29,11.23,scattered clouds
560,Muroran,JP,42.3172,140.9881,37.4,70,75,13.8,broken clouds
561,Lithakia,GR,37.7167,20.8333,48.2,93,20,5.88,few clouds
562,Pangkalanbuun,ID,-2.6833,111.6167,87.33,56,72,3.56,broken clouds
563,Waddan,LY,29.1614,16.139,61.0,38,0,21.18,clear sky
564,Kerman,IR,30.2832,57.0788,35.6,55,0,2.3,clear sky
565,Port Macquarie,AU,-31.4333,152.9167,88.0,55,99,1.01,overcast clouds
566,South Sioux City,US,42.4739,-96.4136,55.4,50,1,5.59,clear sky
567,Harboore,DK,56.6175,8.1807,28.99,64,23,1.5,few clouds
568,Undory,RU,54.6085,48.3928,24.8,86,75,17.9,snow
569,Otacilio Costa,BR,-27.4831,-50.1219,61.11,99,99,5.26,overcast clouds
570,Adrar,MR,20.5022,-10.0711,61.45,32,0,9.44,clear sky
571,High Level,CA,58.5169,-117.136,19.4,68,75,8.05,broken clouds
572,Bondoukou,CI,8.0333,-2.8,74.73,86,24,9.95,few clouds
573,Quarai,BR,-30.3875,-56.4514,67.44,67,0,6.49,clear sky
574,Vostok,RU,46.4856,135.8833,18.64,94,100,5.73,overcast clouds
575,Ihiala,NG,5.8538,6.8603,76.39,92,9,3.67,clear sky
576,Rumoi,JP,43.9344,141.6428,32.0,69,75,10.36,broken clouds
577,Haines Junction,CA,60.7522,-137.5108,24.8,46,97,6.91,overcast clouds
578,Banting,MY,2.8167,101.5,82.4,69,20,2.3,few clouds
579,Mishkino,RU,55.3389,63.9175,-5.26,91,22,7.76,few clouds
580,Ahuimanu,US,21.4447,-157.8378,80.6,61,40,13.8,light rain
581,Nouakchott,MR,18.0858,-15.9785,66.2,32,0,14.97,clear sky
582,Beisfjord,NO,68.3751,17.5988,26.6,93,90,10.36,snow
583,Belaya Gora,RU,68.5333,146.4167,-5.44,90,100,8.37,overcast clouds
584,Summerside,CA,46.3959,-63.7876,15.8,86,99,6.91,overcast clouds
585,Kulu,TR,39.0951,33.0799,30.16,94,3,2.95,clear sky
586,Priargunsk,RU,50.3691,119.1012,15.3,95,100,5.44,overcast clouds
587,Przhevalskoye,RU,55.5093,31.8482,21.25,97,99,8.9,overcast clouds
588,Kishi,NG,9.0833,3.85,73.24,92,10,4.72,clear sky
589,Cheyenne,US,41.14,-104.8203,53.6,22,1,1.32,clear sky
590,Mandalgovi,MN,45.7625,106.2708,36.41,64,0,6.58,clear sky
591,Vernon,CA,50.2581,-119.2691,37.99,75,70,9.22,broken clouds
592,Selfoss,IS,63.9331,-20.9971,36.0,91,100,13.0,overcast clouds
593,Nanakuli,US,21.3906,-158.1547,80.6,50,1,10.36,clear sky
594,Nabire,ID,-3.3667,135.4833,86.31,60,36,6.11,scattered clouds
595,Maraa,BR,-1.8333,-65.3667,75.07,96,80,1.74,broken clouds
596,The Pas,CA,53.8251,-101.2541,37.4,56,75,4.61,broken clouds
597,Guerrero Negro,MX,27.9769,-114.0611,58.06,78,95,17.16,overcast clouds
598,Bassar,TG,9.25,0.7833,76.42,63,7,0.94,clear sky
599,Arlit,NE,18.7369,7.3853,76.69,17,0,9.71,clear sky
600,Gat,IL,31.61,34.7642,51.01,100,0,1.01,clear sky
601,Ajaccio,FR,42.0,8.9167,46.4,81,0,6.91,clear sky
602,Dakar,SN,14.6937,-17.4441,66.2,68,0,23.02,clear sky
603,Pitkyaranta,RU,61.5734,31.4792,6.69,93,24,12.48,few clouds
604,Ola,RU,59.5833,151.2833,-1.03,75,0,2.73,clear sky
605,Port Keats,AU,-14.25,129.55,89.82,58,99,6.02,overcast clouds
606,Tabou,CI,4.423,-7.3528,77.83,89,13,6.62,few clouds
607,Begusarai,IN,25.4167,86.1333,77.25,24,0,6.71,clear sky
608,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,44,0,6.91,clear sky
609,Trincomalee,LK,8.5711,81.2335,81.95,78,12,7.09,few clouds
610,San Vicente De Canete,PE,-13.0751,-76.3835,72.34,81,100,2.84,overcast clouds
611,Somoto,NI,13.4808,-86.5821,70.41,65,7,7.74,clear sky
612,Trat,TH,12.5,102.5,90.0,84,75,2.3,broken clouds
613,Valdez,EC,1.2492,-78.9831,75.52,94,100,3.96,moderate rain
614,Kandrian,PG,-6.2167,149.55,82.72,77,24,9.13,moderate rain
615,Istok,XK,42.7808,20.4875,30.99,80,0,0.96,clear sky
616,Raudeberg,NO,61.9875,5.1352,32.0,80,100,7.16,overcast clouds
617,Revelstoke,CA,50.9832,-118.2023,35.6,93,90,6.91,overcast clouds
618,Odweyne,SO,9.4092,45.064,57.88,68,0,7.38,clear sky
619,Mujiayingzi,CN,42.1167,118.7833,46.98,46,8,8.21,clear sky
620,Iberia,US,29.9502,-91.7507,55.4,47,1,3.44,clear sky
621,Vargashi,RU,55.3556,65.8467,-3.21,92,13,8.23,few clouds
622,Puerto Cabezas,NI,14.0351,-83.3888,74.88,79,3,11.21,clear sky
623,Touros,BR,-5.1989,-35.4608,77.0,88,40,4.61,scattered clouds
624,Eenhana,NA,-17.4667,16.3333,77.0,50,30,6.91,scattered clouds
625,Nagar Karnul,IN,16.4821,78.3247,81.07,24,0,5.28,clear sky
626,Duku,NG,11.2361,4.9073,77.23,17,18,5.82,few clouds
627,Quatre Cocos,MU,-20.2078,57.7625,77.0,94,40,4.61,scattered clouds
628,Cururupu,BR,-1.8283,-44.8683,74.5,96,100,2.37,overcast clouds
629,Xinqing,CN,48.2333,129.5,26.53,85,7,5.55,clear sky
630,Mosquera,CO,4.7059,-74.2302,57.2,82,75,8.05,broken clouds
631,Adeje,ES,28.1227,-16.726,64.0,72,40,6.91,scattered clouds
632,Osoyoos,CA,49.0331,-119.4524,46.4,42,46,9.22,scattered clouds
633,Chinchani,IN,19.8667,72.7,75.67,60,0,3.13,clear sky
634,Kuytun,RU,54.3419,101.5036,14.94,92,64,6.73,broken clouds
635,Sungairaya,ID,0.7,108.9,85.55,60,3,5.7,clear sky
636,Pokrovsk,UA,48.282,37.1758,28.45,93,82,16.06,broken clouds
637,Lujiang,CN,31.2581,117.2817,48.2,76,90,8.95,mist
638,Chumikan,RU,54.7183,135.315,10.44,88,100,28.81,overcast clouds
639,Tanout,NE,14.9709,8.8879,72.25,18,4,9.15,clear sky
640,Warrington,GB,53.3925,-2.5802,37.99,93,94,1.14,overcast clouds
641,Sitka,US,57.0531,-135.33,44.6,57,75,5.75,broken clouds
642,Imeni Poliny Osipenko,RU,52.4201,136.4853,10.62,92,34,10.07,scattered clouds
643,Panaci,RO,47.2667,25.3833,17.83,91,29,4.16,scattered clouds
644,Juiz De Fora,BR,-21.7642,-43.3503,68.0,98,100,0.38,overcast clouds
645,Sitges,ES,41.2351,1.8119,53.01,86,99,4.36,overcast clouds
646,Shinjo,JP,38.7586,140.3008,41.0,51,20,1.14,few clouds
647,Jacareacanga,BR,-6.2222,-57.7528,74.93,95,100,1.48,overcast clouds
648,Bilma,NE,18.6853,12.9164,68.0,21,0,1.07,clear sky
649,Te Anau,NZ,-45.4167,167.7167,59.31,47,100,1.3,overcast clouds
650,Megion,RU,61.0296,76.1136,10.4,85,90,15.66,snow
651,Visnes,NO,59.3556,5.2242,30.2,64,89,9.22,overcast clouds
652,Afyonkarahisar,TR,38.75,30.6667,30.56,96,3,1.1,clear sky
653,Karpathos,GR,35.507,27.2132,55.4,62,0,8.05,clear sky
654,Shizunai,JP,42.3339,142.3669,35.01,85,67,17.25,light snow
655,Pathein,MM,16.7833,94.7333,88.25,26,0,6.76,clear sky
656,Majene,ID,-3.5403,118.9707,86.74,57,75,3.53,broken clouds
657,Kibre Mengist,ET,5.8833,38.9833,51.39,45,24,2.48,few clouds
658,Lata,PT,40.1629,-8.3327,52.0,87,48,3.0,scattered clouds
659,Kaeo,NZ,-35.1,173.7833,70.0,64,0,5.01,clear sky
660,Gazimurskiy Zavod,RU,51.5461,118.3266,22.53,94,100,4.63,overcast clouds
661,Lubango,AO,-14.9172,13.4925,62.2,71,92,3.2,overcast clouds
662,Korla,CN,41.7597,86.1469,46.96,51,99,2.17,overcast clouds
663,Tshane,BW,-24.0196,21.8684,69.51,48,0,7.99,clear sky
664,Zhongshu,CN,24.5167,103.7667,66.27,37,1,14.7,clear sky
665,Walvis Bay,NA,-22.9575,14.5053,62.01,88,0,10.36,clear sky
666,Nizwa,OM,22.9333,57.5333,66.58,31,0,1.07,clear sky
667,Aransas Pass,US,27.9095,-97.15,62.6,72,1,8.05,clear sky
668,Chimore,BO,-16.9833,-65.1333,77.47,69,63,1.07,broken clouds
669,Emerald,AU,-23.5333,148.1667,89.6,43,40,6.91,scattered clouds
670,Lethem,GY,3.3803,-59.7968,79.05,72,50,11.63,scattered clouds
671,Totoral,PE,-17.4053,-70.365,63.05,67,52,1.52,broken clouds
672,Mangai,CD,-4.05,19.5333,68.13,90,100,0.67,overcast clouds
673,Flinders,AU,-34.5833,150.8552,84.99,64,100,8.01,overcast clouds
674,Ostrovnoy,RU,68.0531,39.5131,-1.08,91,100,7.0,overcast clouds
675,Abu Samrah,SY,35.3029,37.1841,48.47,90,16,11.5,few clouds
676,Realeza,BR,-25.7689,-53.5325,65.59,89,6,2.89,clear sky
677,Ambilobe,MG,-13.2,49.05,73.65,96,100,1.36,light rain
678,Opuwo,NA,-18.0607,13.84,72.19,43,80,5.91,broken clouds
679,Divnomorskoye,RU,44.5011,38.1353,34.97,76,0,5.93,clear sky
680,Caracuaro,MX,19.0106,-101.1264,75.7,41,0,4.52,clear sky
681,Taupo,NZ,-38.6833,176.0833,66.99,63,10,8.99,clear sky
682,Redlands,US,34.0556,-117.1825,62.6,45,90,8.05,haze
683,Lingsugur,IN,16.1667,76.5167,78.8,26,0,1.28,clear sky
684,Myaundzha,RU,63.0494,147.1858,-22.07,76,2,3.42,clear sky
685,Senanga,ZM,-16.1167,23.2667,62.37,84,15,2.24,few clouds
686,Xianyang,CN,34.3378,108.7026,53.01,76,20,13.42,few clouds
687,Tucuma,BR,-0.1833,-50.05,75.99,91,100,5.53,overcast clouds
688,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.29,89,63,1.99,broken clouds
689,Khorramabad,IR,33.4878,48.3558,44.98,59,23,2.68,few clouds
690,Pandan,PH,14.0453,124.1694,82.74,72,15,13.31,few clouds
691,Kabinda,CD,-6.1333,24.4833,64.49,94,100,1.72,overcast clouds
692,Den Helder,NL,52.9599,4.7593,41.0,81,90,8.05,overcast clouds
693,Sibu,MY,2.3,111.8167,77.0,94,40,3.44,heavy intensity rain
694,Yelyzavethradka,UA,48.8038,32.4046,28.45,93,45,13.22,scattered clouds
695,Valleyview,CA,55.0667,-117.2859,32.0,55,98,4.61,overcast clouds
696,San Ciro De Acosta,MX,21.6333,-99.8167,58.26,79,87,5.73,overcast clouds
697,Colomi,BO,-17.35,-65.8667,66.2,42,40,9.22,scattered clouds
698,Verkhoyansk,RU,67.5447,133.385,-11.4,79,96,3.49,overcast clouds
699,Basoko,CD,1.2391,23.616,70.39,90,100,5.46,overcast clouds
700,Lorengau,PG,-2.0226,147.2712,80.56,80,100,6.89,overcast clouds
